,test,serial_number,evaluation,sample_value,test_result,made_by,equipment,sample_plan,plan_result,plan_date,plan_hour,lat_ticket,lsl,usl
860,Tiempo 2 (4 seg Max.),,"Entre (0, 4)",75.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:11:00,QT231010009,0.0,4.0
861,Tiempo 3 (4 seg Max.),,"Entre (0, 4)",73.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:11:00,QT231010009,0.0,4.0
862,Punto de Destruccion,qasn2310100009,Mayor Que (13300N),19476.4,Paso,546792,07599,Especificacion: PF-90024 Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 14:00:00,QT231010009,13300.0,
896,CC-Punto de Destruccion @ 75% (13750N Min.),qasn2310100033,Mayor Que (13750N),16911.9,Paso,546792,07599,Especificacion: RQT Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 10:50:00,QT231010031,13750.0,
904,Empuje de Stud (1000N MiN)) POR PLANO,,Captura Manual,5796.0,Paso,545496,08025,Especificacion: Per Print Prueba: Empuje STUD Variante: B,Paso,2023-04-11,2023-04-11 09:18:00,QT23101001H,,
905,Lote Stud,,Captura Manual,124476.0,Paso,545496,N/A,Especificacion: Per Print Prueba: Empuje STUD Variante: B,Paso,2023-04-11,2023-04-11 09:18:00,QT23101001H,,
906,Lote Bracket,,Captura Manual,2323.0,Paso,545496,N/A,Especificacion: Per Print Prueba: Empuje STUD Variante: B,Paso,2023-04-11,2023-04-11 09:18:00,QT23101001H,,
907,Torque Stud (75N Min)) POR PLANO,,Captura Manual,107.0,Paso,545496,983-203,Especificacion: Per Print Prueba: Empuje STUD Variante: B,Paso,2023-04-11,2023-04-11 09:18:00,QT23101001H,,
927,CC-Punto de Destruccion @ 75%,qasn231010001l,Mayor Que (8900N),21002.4,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 09:58:00,QT23101001J,8900.0,
960,CC-Punto de Destruccion @ 75% (13750N Min.),qasn231010000A,Mayor Que (13750N),15514.8,Paso,546792,07599,Especificacion: RQT Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 10:16:00,QT23101000A,13750.0,
987,CC-Punto de Destruccion @ 75%,qasn231010001h,Mayor Que (8900N),19359.7,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 08:48:00,QT23101001F,8900.0,
995,"Prueba de Destruccion Ancla Piro(14,700N Min)",,Mayor Que (14700N),21178.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,14700.0,
996,Codigo de Destruccion Ref. TS34142032,,Captura Manual,3.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,,
998,"Resistencia de Sleeve/Conector (18,000N Min) POR PLANO",,Mayor Que (18000N),25888.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,18000.0,
1000,Codigo Ref. TS34142032,,Captura Manual,2.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,,
1001,"Jalado de Manifold /Tubo(5,000 N Min - 8,000 N Max.) POR PLANO",,"Entre (5000N, 8000N)",7531.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,5000.0,8000.0
1003,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,,
1004,Jalado de Damper (400N Min - 900N Max) POR PLANO,,"Entre (400N, 900N)",604.0,Paso,545496,08025,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,400.0,900.0
1005,Empuje de Guia (Perno (300N Min)) POR PLANO,,Mayor Que (300N),3459.0,Paso,545496,08025,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,300.0,
1007,Prueba de Detonacion/ Despl. (AK Set-Up) 70mm Min.,,Mayor Que (70mm),92.32,Paso,545496,07157761,Especificacion: GMW14831 Prueba: Desplazamiento Hebillas Piro (AK Set-Up) Variante: C,Paso,2023-04-11,2023-04-11 12:41:00,QT23101002Z,70.0,
1008,"Prueba de Destruccion Ancla Piro(14,700N Min)",,Mayor Que (14700N),19894.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,14700.0,
1009,Codigo de Destruccion Ref. TS34142032,,Captura Manual,3.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,,
1011,"Resistencia de Sleeve/Conector (18,000N Min) POR PLANO",,Mayor Que (18000N),25964.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,18000.0,
1013,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,,
1014,"Jalado de Manifold /Tubo(5,000 N Min - 8,000 N Max.) POR PLANO",,"Entre (5000N, 8000N)",7821.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,5000.0,8000.0
1016,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,,
1017,Jalado de Damper (400N Min - 900N Max) POR PLANO,,"Entre (400N, 900N)",453.0,Paso,545496,08025,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,400.0,900.0
1018,Empuje de Guia (Perno (300N Min)) POR PLANO,,Mayor Que (300N),3561.0,Paso,545496,08025,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,300.0,
1020,Prueba de Detonacion/ Despl. (AK Set-Up) 70mm Min.,,Mayor Que (70mm),90.18,Paso,545496,07157761,Especificacion: GMW14831 Prueba: Desplazamiento Hebillas Piro (AK Set-Up) Variante: C,Paso,2023-04-11,2023-04-11 09:10:00,QT231010017,70.0,
1021,"Prueba de Destruccion Ancla Piro(14,700N Min)",,Mayor Que (14700N),20484.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,14700.0,
1022,Codigo de Destruccion Ref. TS34142032,,Captura Manual,2.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,,
1024,"Resistencia de Sleeve/Conector (18,000N Min) POR PLANO",,Mayor Que (18000N),24314.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,18000.0,
1026,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,,
1027,"Jalado de Manifold /Tubo(5,000 N Min - 8,000 N Max.) POR PLANO",,"Entre (5000N, 8000N)",7527.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,5000.0,8000.0
1029,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,,
1030,Jalado de Damper (400N Min - 900N Max) POR PLANO,,"Entre (400N, 900N)",672.0,Paso,545496,08025,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,400.0,900.0
1031,Empuje de Guia (Perno (300N Min)) POR PLANO,,Mayor Que (300N),2605.0,Paso,545496,08025,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,300.0,
1033,Prueba de Detonacion/ Despl. (AK Set-Up) 70mm Min.,,Mayor Que (70mm),94.56,Paso,545496,07157761,Especificacion: GMW14831 Prueba: Desplazamiento Hebillas Piro (AK Set-Up) Variante: C,Paso,2023-04-11,2023-04-11 09:08:00,QT23101000D,70.0,
1035,Prueba de Destruccion Ancla Piro HYUNDAI (POR PLANO),,Mayor Que (13300N),18450.0,Paso,545496,08028,Especificacion: ES88800-00 Prueba: Destruccion Hebillas Pirotecnicas Variante: B,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,13300.0,
1037,Codigo de Destruccion Ref. TS34142032,,Captura Manual,3.0,Paso,545496,N/A,Especificacion: ES88800-00 Prueba: Destruccion Hebillas Pirotecnicas Variante: B,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,,
1039,"Resistencia de Sleeve/Conector (22,000N Min) POR PLANO",,Mayor Que (22000N),25447.0,Paso,545496,08028,Especificacion: ES88800-00 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,22000.0,
1041,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: ES88800-00 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,,
1042,"Jalado de Manifold /Tubo(5,000 N Min) POR PLANO",,Mayor Que (5000N),7162.0,Paso,545496,08028,Especificacion: ES88800-00 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,5000.0,
1043,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: ES88800-00 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,,
1044,Jalado de Damper (200N Min - 1000N Max) POR PLANO,,"Entre (200N, 1000N)",483.0,Paso,545496,08025,Especificacion: ES88800-00 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,200.0,1000.0
1045,Empuje de Guia (Perno (300N Min)) POR PLANO,,Mayor Que (300N),2963.0,Paso,545496,08025,Especificacion: ES88800-00 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: A,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,300.0,
1047,Prueba de Detonacion/ Despl. (AK Set-Up) @7ms 80mm Min. S/Slack (Ref.ES34018615),,Mayor Que (80mm),95.15,Paso,545496,07157761,Especificacion: ES88800-00 Prueba: Desplazamiento Hebillas Piro (AK Set-Up) Variante: A,Paso,2023-04-11,2023-04-11 12:44:00,QT23101003W,80.0,
1067,Angulo de Atore a 90° (ERD 550473 ),qasn231010000w,"Entre (17°, 40°)",28.1,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,17.0,40.0
1068,Angulo de Atore a 180° (ERD 550473 ),qasn231010000w,"Entre (17°, 40°)",26.7,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,17.0,40.0
1069,Angulo de Atore a 270° (ERD 550473 ),qasn231010000w,"Entre (17°, 40°)",26.0,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,17.0,40.0
1070,Angulo de Atore a 0° (ERD 550473 ),qasn231010000w,"Entre (17°, 40°)",25.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,17.0,40.0
1071,"Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010000w,Menor Que (25mm),23.03,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,,25.0
1072,"Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010000w,Menor Que (25mm),24.89,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,,25.0
1073,"Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010000w,Menor Que (25mm),24.19,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,,25.0
1074,"Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010000w,Menor Que (25mm),22.64,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,,25.0
1075,"Sensitividad Web, Aceleracion con ""No Atore""",qasn231010000w,Igual A (1.5G),1.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,,
1077,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010000w,"Entre (4.5G, 5G)",4.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,4.5,5.0
1078,"Sensitividad Web, Aceleracion Entre 4.5 ~ 5 G's con ""Atore""",qasn231010000w,Menor Que (50mm),29.3,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,,50.0
1080,"Sensitividad Web, Aceleracion Entre 4.5 ~ 5 G's con ""Atore""",qasn231010000w,Menor Que (50mm),31.97,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,,50.0
1082,"Sensitividad Web, Aceleracion Entre 4.5 ~ 5 G's con ""Atore""",qasn231010000w,Menor Que (50mm),32.26,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: N,Paso,2023-04-11,2023-04-11 13:17:00,QT23101000U,,50.0
1084,CC-Retraccion System Max.,qasn231010000w,"Entre (1.1N, 6.4N)",3.02,Paso,549227,03799,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,1.1,6.4
1085,CC-Retraccion System Min.,qasn231010000w,"Entre (1.1N, 6.4N)",2.81,Paso,549227,03799,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,1.1,6.4
1086,CC-Tiempo de Empaque(3.0 seg Max.),,Captura Manual,81.0,Paso,549227,365510,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,,
1087,Retraccion Directa Max. Bench,,Captura Manual,6.65,Paso,549227,G-57,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,,
1088,Retraccion Directa Min. Bench,,Captura Manual,6.13,Paso,549227,G-57,Especificacion: ES-F7LB-63611B08-AA Prueba: Extraccion Variante: B,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,,
1089,CC-Punto de Destruccion @ 75%,qasn231010000w,Mayor Que (8900N),17477.8,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,8900.0,
1091,CC-Punto de Destruccion @ 100% (8900N Min.),,Mayor Que (8900N),18381.0,Paso,546792,#07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,8900.0,
1093,Destruccion de Costura (8900N min.) DWG 33047888,,Mayor Que (8900N),22359.0,Paso,546792,#07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Costura Variante: B,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,8900.0,
1094,"Codigo de Destruccion de la Costura Ref. TS34152096, TS34142032",,Captura Manual,1.0,Paso,546792,#07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Costura Variante: B,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,,
1096,Prueba de Detonacion/Desplazamiento(50mm Min.) Template #9,,Mayor Que (50mm),94.6,Paso,546792,04937,Especificacion: ES-F7LB-63611B08-AA Prueba: Desplazamiento Variante: A,Paso,2023-04-11,2023-04-11 13:30:00,QT23101000U,50.0,
1098,QA_Sub_Separacion de Cubierta de Sensor 450(N)MIN. TS34085034,,Mayor Que (450N),669.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: A,Paso,2023-04-11,2023-04-11 10:36:00,QT23101001B,450.0,
1100,QA_Sub_Separacion de Tapa de Resorte 450(N)MIN.TS34085034,,Mayor Que (450N),896.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: A,Paso,2023-04-11,2023-04-11 10:36:00,QT23101001B,450.0,
1102,QA_Sub_Jalado de Barra Superior 450(N)MIN. TS34005233,,Mayor Que (450N),2563.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: A,Paso,2023-04-11,2023-04-11 10:36:00,QT23101001B,450.0,
1104,QA_Sub_Jalado de Barra Inferior 450(N)MIN. TS34005233,,Mayor Que (450N),2003.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: A,Paso,2023-04-11,2023-04-11 10:36:00,QT23101001B,450.0,
1106,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34155910,,Mayor Que (350N),454.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:38:00,QT23101001Y,350.0,
1108,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34155910,,Mayor Que (350N),500.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:38:00,QT23101001Y,350.0,
1110,QA_Sub_Jalado de Barra Superior 450(N)MIN. TS34005233,,Mayor Que (450N),2215.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:38:00,QT23101001Y,450.0,
1112,QA_Sub_Jalado de Barra Inferior 450(N)MIN. TS34005233,,Mayor Que (450N),2300.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:38:00,QT23101001Y,450.0,
1113,Angulo de Atore a 90°,qasn2310100029,"Entre (15°, 45°)",27.2,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,15.0,45.0
1114,Angulo de Atore a 180°,qasn2310100029,"Entre (15°, 45°)",23.8,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,15.0,45.0
1115,Angulo de Atore a 270°,qasn2310100029,"Entre (15°, 45°)",17.7,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,15.0,45.0
1116,Angulo de Atore a 0°,qasn2310100029,"Entre (15°, 45°)",21.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,15.0,45.0
1117,"Aceleracion a 0.45 G's, Angulo a 0° con ""Atore""",qasn2310100029,Menor Que (50mm),22.57,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,50.0
1118,"Aceleracion a 0.45 G's, Angulo a 90° con ""Atore""",qasn2310100029,Menor Que (50mm),24.14,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,50.0
1119,"Aceleracion a 0.45 G's, Angulo a 180° con ""Atore""",qasn2310100029,Menor Que (50mm),24.95,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,50.0
1120,"Aceleracion a 0.45 G's, Angulo a 270° con ""Atore""",qasn2310100029,Menor Que (50mm),17.76,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,50.0
1121,"Aceleracion a 0.7 G's, Angulo a 0° con ""Atore""",qasn2310100029,Menor Que (25mm),22.32,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,25.0
1122,"Aceleracion a 0.7 G's, Angulo a 90° con ""Atore""",qasn2310100029,Menor Que (25mm),22.01,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,25.0
1123,"Aceleracion a 0.7 G's, Angulo a 180° con ""Atore""",qasn2310100029,Menor Que (25mm),22.85,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,25.0
1124,"Aceleracion a 0.7 G's, Angulo a 270° con ""Atore""",qasn2310100029,Menor Que (25mm),21.55,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,25.0
1125,"Sensitividad Web, Aceleracion con ""Atore""",qasn2310100029,Mayor Que (1.8G),3.3,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,1.8,
1126,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn2310100029,Menor Que (50mm),36.19,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,50.0
1128,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn2310100029,Menor Que (50mm),48.27,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,50.0
1130,"Sensitividad Web, Aceleracion a 1.8 G's Minimo con ""Atore""",qasn2310100029,Menor Que (50mm),34.88,Paso,657647,05849,Especificacion: PF-90024 Prueba: Aceleracion Variante: C,Paso,2023-04-11,2023-04-11 11:45:00,QT231010027,,50.0
1133,Tiempo 1 (4 seg Max.),,"Entre (0, 4)",76.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Pendiente,2023-04-11,2023-04-11 14:13:00,QT231010027,0.0,4.0
1134,Tiempo 2 (4 seg Max.),,"Entre (0, 4)",74.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Pendiente,2023-04-11,2023-04-11 14:13:00,QT231010027,0.0,4.0
1135,Tiempo 3 (4 seg Max.),,"Entre (0, 4)",72.0,Paso,549227,365510,Especificacion: PF-90024 Prueba: Extraccion Variante: B,Pendiente,2023-04-11,2023-04-11 14:13:00,QT231010027,0.0,4.0
1136,Punto de Destruccion,qasn2310100029,Mayor Que (13300N),17707.5,Paso,546792,07599,Especificacion: PF-90024 Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 12:33:00,QT231010027,13300.0,
1145,Nivel de Retraccion @800mm,qasn231010000x,"Entre (2.0N, 3.0N)",3.0,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: W,Paso,2023-04-11,2023-04-11 08:30:00,QT23101000V,2.0,3.0
1146,Nivel de Extraccion @800mm,qasn231010000x,Menor Que (13.6N),8.97,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: W,Paso,2023-04-11,2023-04-11 08:30:00,QT23101000V,,13.6
1147,Nivel de Retraccion @1600mm,qasn231010000x,"Entre (1.4N, 2.4N)",2.39,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: W,Paso,2023-04-11,2023-04-11 08:30:00,QT23101000V,1.4,2.4
1148,Nivel de Extraccion @1600mm,qasn231010000x,Menor Que (9.6N),6.98,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: W,Paso,2023-04-11,2023-04-11 08:30:00,QT23101000V,,9.6
1149,Punto de Destruccion,qasn231010000x,Mayor Que (13300N),16700.3,Paso,546792,07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 10:46:00,QT23101000V,13300.0,
1173,CC-Punto de Destruccion @ 75%,qasn231010002m,Mayor Que (8900N),17111.2,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 09:29:00,QT23101002K,8900.0,
1181,Nivel de Retraccion @800mm,qasn2310100042,"Entre (1.0N, 2.9N)",2.46,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: R,Paso,2023-04-11,2023-04-11 12:45:00,QT23101003Z,1.0,2.9
1182,Nivel de Extraccion @800mm,qasn2310100042,Menor Que (13.0N),9.72,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: R,Paso,2023-04-11,2023-04-11 12:45:00,QT23101003Z,,13.0
